FTIR Peak 1 (cm?¹),FTIR Peak 2 (cm?¹),FTIR Peak 3 (cm?¹),Bandgap (eV),DOS Peak Position 1,DOS Peak Position 2,DOS Peak Position 3,DOS Peak Intensity 1,DOS Peak Intensity 2,DOS Peak Intensity 3,AFM Grain Size (?m),AFM Roughness (?m),Line Profile Mean (nm),Line Profile Std Dev (nm),Phase (Target)
1229.583639,923.1636127,903.2909329,6.507327462,0.146354171,0.442156024,0.46734776,1.335025411,0.681219227,0.870555841,0.776918309,0.079170892,1.555043048,0.396014112,2
1214.546826,842.184416,833.0858586,6.758101482,0.098271882,0.252754859,0.320801085,1.379836908,0.580735488,0.549459126,0.527672337,0.092339217,2.817632181,0.196742279,0
1281.575457,881.1843765,965.0585694,6.099618218,0.108188334,0.356012917,0.466299315,1.221508501,0.772464972,0.611440238,0.693554397,0.056634539,2.823308534,0.127910109,1
1227.554566,918.1868446,892.6624379,6.505091861,0.132734445,0.456526646,0.232252237,1.32913849,0.666024405,0.522563984,1.048850256,0.140161775,1.905378784,0.445825638,2
1212.846326,844.7318617,806.2022212,6.829583114,0.091544454,0.257972462,0.4442764,1.449683074,0.620622892,0.909105927,0.523372356,0.119070033,1.506729949,0.373462244,0
1287.601012,876.5620901,809.839096,6.122424379,0.105110468,0.355994472,0.49165975,1.22203735,0.750485839,0.955044543,1.092208707,0.086220528,2.615532638,0.465772656,1
1234.489568,924.8829753,920.8505497,6.47582927,0.132975639,0.446484721,0.201959068,1.343552895,0.666401444,0.583291952,0.816566318,0.129279261,1.105700955,0.284132804,2
1206.1705,839.5042152,744.3953964,6.838938442,0.090223976,0.259810603,0.258729689,1.398651976,0.631133079,0.678734543,0.972504552,0.087731863,1.097228332,0.460742162,0
1283.889639,883.1558837,914.509146,6.093299494,0.114460173,0.340929909,0.452303716,1.213129299,0.772536196,0.833697456,0.92295499,0.144788175,1.534664644,0.402714638,1
1234.116341,921.8855685,802.5184085,6.559769446,0.137271901,0.455031261,0.2309883,1.257225277,0.714857413,0.56912351,0.93220469,0.103978444,1.398691556,0.402523474,2
1211.907422,840.3648933,802.3301191,6.824048812,0.097272584,0.248360034,0.348898543,1.43725166,0.566061806,0.818586677,1.116287678,0.070068024,1.453139926,0.267883147,0
1279.299364,884.4380321,748.3894113,6.108946027,0.118088157,0.359169164,0.44353191,1.158004467,0.765400761,0.881533763,1.203448192,0.119057715,2.739658675,0.43622822,1
1225.354692,922.0488854,856.2105251,6.551967435,0.134839803,0.452206546,0.487101968,1.305194469,0.725598746,0.753744612,0.54201408,0.119747294,2.202079568,0.401399285,2
1208.543815,835.1760078,720.1858834,6.793641085,0.083135272,0.242313728,0.242275849,1.428100968,0.575930177,0.946091127,1.107811478,0.064348523,1.392551614,0.486843222,0
1279.870701,879.333932,888.4456013,6.054314205,0.110781134,0.354893978,0.420656821,1.180090014,0.750397862,0.753823193,1.436541557,0.11825042,2.577740992,0.447809699,1
1227.633838,922.5192275,784.8239133,6.525701494,0.136706043,0.449268293,0.497570475,1.333810609,0.721433237,0.992737559,0.788580381,0.093109873,2.973602246,0.163471663,2
1207.441372,835.5478633,808.2329645,6.813164981,0.08100764,0.240384681,0.235715581,1.382735667,0.598970933,0.800939347,1.38693955,0.115834417,2.761966679,0.184587059,0
1281.868428,877.0644937,752.4807805,6.080136184,0.115113314,0.345465449,0.493700119,1.173646712,0.810885166,0.793140222,0.7441732,0.115686789,2.461272531,0.463976698,1
1232.376896,916.1111628,947.5628135,6.503371928,0.133739248,0.457095754,0.340990647,1.301420134,0.694468959,0.516505358,1.100456519,0.136574371,2.047078894,0.330264392,2
1214.663261,844.5528096,857.3806416,6.820030541,0.08644102,0.249704171,0.491717245,1.356163458,0.607207248,0.80239779,1.248933606,0.099673017,2.319481145,0.246289228,0
1286.900133,881.1653127,741.3381168,6.052011653,0.117788116,0.357611908,0.202731904,1.23758236,0.756157568,0.90801206,1.274671229,0.093469965,2.122815453,0.173543001,1
1232.068188,917.2686369,808.2689453,6.509529025,0.135574429,0.455040014,0.361181285,1.271185178,0.711421966,0.783397048,1.471182766,0.084980724,2.992439085,0.311575611,2
1213.746534,837.59114,978.4016026,6.812391421,0.086647651,0.250580351,0.264318912,1.385848808,0.561538231,0.540142127,1.369107867,0.138623205,1.219922484,0.428220224,0
1280.609318,884.9313527,959.208582,6.053393979,0.111266702,0.354129844,0.335275306,1.169258544,0.767862672,0.945576881,1.441784366,0.073070539,2.248349925,0.40116767,1
1225.240748,924.5772374,773.1658436,6.508802156,0.140365425,0.444430885,0.462752936,1.257925289,0.748874983,0.881006197,1.497523785,0.140984968,2.926767529,0.148478187,2
1207.854539,842.8343684,899.4003555,6.758745106,0.099451743,0.252397909,0.396086227,1.350550648,0.638470307,0.685860265,1.12663771,0.125261124,2.444921445,0.119941284,0
1284.171951,884.6747752,756.0827069,6.119486989,0.103554314,0.34183515,0.334324073,1.186846572,0.787449966,0.900673898,1.19110634,0.143032838,2.8476059,0.400110627,1
1231.250118,922.1298573,821.6075616,6.52669148,0.142181827,0.445913989,0.258309527,1.303590078,0.693023104,0.650371844,0.997713568,0.065240479,2.847543403,0.164775438,2
1207.036437,842.0600174,813.5910687,6.809391155,0.082251858,0.242468383,0.252791869,1.374026317,0.604590819,0.567136952,0.875138076,0.143565063,1.987596018,0.422031518,0
1281.101065,878.639204,804.4628811,6.056229604,0.105085479,0.346546356,0.309829834,1.200309109,0.779877395,0.906623782,0.579698139,0.12776195,2.403482513,0.139467533,1
1227.975517,917.9549306,843.4289766,6.517674907,0.14123991,0.452891243,0.298292104,1.297714209,0.722306587,0.545299579,1.270857617,0.057506096,2.829588891,0.225123069,2
1210.563202,836.1619475,862.4491187,6.776569914,0.092643039,0.240778093,0.343557919,1.443877,0.55800265,0.79138768,1.292293247,0.117937898,1.089543895,0.416060768,0
1286.073659,875.756773,897.0071654,6.084202887,0.11541997,0.347346305,0.253535972,1.22931143,0.837869404,0.704198008,0.972890319,0.127907237,1.247580344,0.127756228,1
1227.996486,915.2479407,759.6507888,6.536029304,0.149953153,0.459556115,0.483929576,1.336358137,0.687395424,0.722250111,0.675755876,0.056657493,2.401939457,0.443826442,2
1210.92489,842.3911785,749.3025481,6.80760563,0.097535907,0.244878389,0.318619585,1.387129482,0.627572194,0.924767973,1.21749014,0.133010983,2.744970893,0.345032492,0
1288.676986,875.1374085,938.0177563,6.093289144,0.100777178,0.341733154,0.482000071,1.176651639,0.772698024,0.637716207,0.762696396,0.147237645,1.822787763,0.406077433,1
1233.513257,919.7342778,930.3231426,6.516199693,0.146981862,0.449779859,0.234440365,1.32572842,0.667049409,0.524351692,0.836258142,0.0927064,2.849747559,0.13923233,2
1211.72385,835.8374983,943.7827531,6.811718434,0.099385754,0.254062828,0.451624562,1.396581302,0.638512402,0.597643659,1.051847394,0.126674546,1.106450221,0.188588822,0
1279.475716,878.8549612,874.9879507,6.06214335,0.101216919,0.356058489,0.379468137,1.188459501,0.805761489,0.506835746,0.680685719,0.074107874,1.471739399,0.31710101,1
1229.972937,921.3695987,981.2042338,6.514713656,0.141457146,0.455289737,0.350122801,1.295024165,0.652746586,0.674924332,0.602604377,0.124815303,2.679410358,0.442058392,2
1208.005041,835.1827235,815.3606625,6.847312008,0.091531291,0.256508907,0.47274907,1.437888006,0.63620795,0.942537739,1.082749169,0.088390671,1.676621184,0.269371122,0
1287.750174,881.671672,730.8850012,6.130113557,0.108434838,0.346653464,0.284681924,1.209628454,0.832235106,0.86447389,1.310155826,0.050534677,2.257900816,0.367498483,1
1232.8009,924.6189742,734.3380631,6.54035218,0.131704917,0.45474772,0.348115317,1.294834318,0.671257394,0.574300469,0.627350643,0.095972999,1.162043871,0.380313132,2
1209.591578,842.8158216,729.1955331,6.785053452,0.097112062,0.248990854,0.377550246,1.448469595,0.611231376,0.599429785,1.405555685,0.093984758,1.222101572,0.128011189,0
1279.489695,878.4088642,768.8556021,6.0492017,0.105386931,0.350886762,0.460009437,1.213132159,0.750699937,0.559004838,1.117972797,0.059574173,1.857634134,0.434746561,1
1232.728654,921.5844083,830.8750974,6.46229587,0.140879603,0.456795304,0.449049544,1.279001784,0.667199586,0.690105166,1.320348614,0.07133704,1.181078599,0.415304515,2
1214.184862,839.4827286,861.3115558,6.768617075,0.088849791,0.255739941,0.349436619,1.417276446,0.552315945,0.843913293,0.625250457,0.065552296,2.309567743,0.170841688,0
1284.403355,878.0305816,727.4479008,6.104564846,0.108642482,0.358295551,0.358691117,1.236182899,0.831446892,0.508604997,1.104846163,0.136216566,2.886594987,0.488856739,1
1231.642996,918.8268697,997.5763258,6.521148674,0.141150496,0.457703814,0.337123245,1.282425684,0.677790022,0.522327656,1.22816315,0.077520871,1.474271768,0.418998892,2
1206.687691,839.5390561,775.4752124,6.763888796,0.093531554,0.257952189,0.297946294,1.417976891,0.556631211,0.61830549,0.583724739,0.135099613,1.173834612,0.393231127,0
1279.460435,879.3705723,783.6740182,6.080006424,0.106420135,0.353927416,0.436386677,1.229966881,0.76448143,0.881649724,0.50991203,0.142272334,1.704790574,0.196222784,1
1226.104485,922.2269523,794.583935,6.47574041,0.148358209,0.444548209,0.453999812,1.332765102,0.695647895,0.513385768,0.738610568,0.093061125,2.698555206,0.483767936,2
1209.711111,838.4190171,872.8853725,6.791864582,0.082220655,0.246052283,0.302026644,1.431175028,0.62054063,0.812169507,1.3648563,0.056100492,1.896732083,0.403512897,0
1280.080378,879.2027519,765.4626102,6.106933461,0.100295227,0.344278321,0.44168881,1.222974094,0.825287326,0.742943156,1.277432516,0.141265938,2.117292956,0.240471944,1
1232.20077,924.0663381,720.6038737,6.545282015,0.131416648,0.444588958,0.388027542,1.331109859,0.691515861,0.771818091,1.291000603,0.073762923,1.13889795,0.129305584,2
1205.363938,836.6206694,756.8009569,6.750472542,0.097604578,0.25047678,0.228621121,1.404378332,0.616047489,0.766490326,0.534695619,0.104417798,2.05279434,0.191275568,0
1288.052486,884.0252295,968.1641585,6.061778218,0.117800047,0.343634543,0.347469607,1.238955869,0.800263747,0.949529659,0.625558112,0.094279959,1.216015316,0.341625991,1
1226.767574,916.3074268,812.4221434,6.473541083,0.13117851,0.450779383,0.436905372,1.30187912,0.718871617,0.938642528,1.427497853,0.085518692,2.849256328,0.412399945,2
1211.992005,841.5154369,941.916638,6.83319246,0.085878016,0.259774291,0.490305732,1.419613064,0.624346419,0.504173091,0.73398895,0.146553252,2.971838499,0.475852604,0
1286.074827,876.4536251,777.5565457,6.086623394,0.115562181,0.34187609,0.493530672,1.165571089,0.790930104,0.674004405,0.674951954,0.139937675,1.258345601,0.442952773,1
1228.516397,915.884137,781.4111261,6.552538329,0.13208065,0.446139615,0.412100298,1.257276664,0.653952879,0.802173693,0.519173429,0.087496692,2.994940845,0.322242074,2
1211.671493,837.1732082,895.2030579,6.818296623,0.08655623,0.249898861,0.425534929,1.443235609,0.609659555,0.884997359,0.656916716,0.057763487,1.337133416,0.12130591,0
1279.060612,881.8852321,904.1244566,6.079183193,0.102297161,0.345326343,0.250369072,1.210847608,0.844540256,0.506020436,0.947703262,0.143780234,2.717053485,0.404516216,1
1233.74723,918.2878267,965.0124055,6.533817852,0.131379229,0.447612196,0.385853543,1.284021751,0.67580519,0.79971382,0.745378611,0.130840549,1.776160912,0.352303087,2
1214.493786,836.8279654,816.071849,6.849205192,0.081977815,0.252620453,0.271499758,1.429618054,0.560891021,0.795552654,0.601425576,0.12920353,2.000436974,0.209945653,0
1279.807601,875.905022,782.5615487,6.048261656,0.112697104,0.347163714,0.342416605,1.249919,0.849760988,0.578684043,0.550704284,0.058544632,2.234358037,0.207088141,1
1225.415867,922.5537502,832.8011909,6.504831566,0.139974083,0.440398499,0.417377309,1.261667126,0.665238186,0.554463873,1.018259805,0.141276053,1.032632684,0.151717666,2
1210.246421,837.9246836,824.0106644,6.784259784,0.081188123,0.254632516,0.204056031,1.380579686,0.64356226,0.946086811,1.349678173,0.124125757,2.679015656,0.17192889,0
1287.276051,879.9844189,969.7241947,6.096157894,0.10988517,0.34959584,0.375598111,1.18473629,0.764154166,0.628037437,1.011251681,0.122970242,1.46721971,0.186566832,1
1230.820436,915.7112871,712.9268736,6.548771205,0.135782638,0.457568509,0.327837433,1.282002273,0.71452567,0.513661621,1.358300751,0.099506993,1.074641615,0.158728357,2
1212.518337,843.0417694,868.0725662,6.823798999,0.081987874,0.255539207,0.293597962,1.350393605,0.583529271,0.893741485,0.714114905,0.066942114,2.574263159,0.222482732,0
1286.642838,875.1236987,894.4145926,6.066251226,0.110902973,0.348444767,0.485165278,1.197507015,0.835543065,0.723413894,0.927946552,0.091585933,1.681645762,0.187810574,1
1231.892413,915.0035742,979.2489757,6.538368524,0.139334902,0.456141391,0.412929032,1.290238852,0.734286037,0.783851921,1.191355048,0.067311528,2.935992798,0.392795283,2
1206.299463,837.4471079,892.6768325,6.824045709,0.099121436,0.254458126,0.401974509,1.412132476,0.555661238,0.746697686,0.990392945,0.093906854,2.663690532,0.146836488,0
1287.358058,879.6056462,893.2538577,6.049817448,0.106426977,0.341817185,0.46392733,1.167674281,0.760625624,0.758851858,1.350203907,0.104290826,2.605921384,0.434518441,1
1227.123892,923.5337951,916.015466,6.548996396,0.140869299,0.442652454,0.282995253,1.295879365,0.684119273,0.691416144,0.710266785,0.100168812,1.345540617,0.387205126,2
1211.411419,843.0420138,804.4043637,6.825807255,0.089387403,0.253519251,0.337512627,1.394059265,0.649113095,0.619314918,1.133072664,0.097165696,1.486310949,0.410872705,0
1288.270372,884.7772053,757.7068247,6.066680965,0.10755326,0.342966082,0.225083657,1.19173292,0.782640696,0.897372948,0.732027365,0.141517899,1.700932703,0.244653049,1
1226.598337,918.6685013,779.1459694,6.474206926,0.140942998,0.457243058,0.263920883,1.317596816,0.695685078,0.782872967,0.920103906,0.112643945,2.074189428,0.312605152,2
1205.616718,836.5423013,774.8504249,6.843771831,0.082698625,0.244144876,0.339034118,1.372168941,0.598813254,0.904200628,1.49375049,0.066544873,2.353167197,0.469735549,0
1285.081991,876.6451922,783.2904491,6.12603134,0.119588859,0.35075299,0.212450413,1.175448202,0.795244506,0.991799172,0.92426356,0.065459608,2.574823247,0.300679472,1
1233.435335,923.8754184,739.2144555,6.553629184,0.137644252,0.443800793,0.407715389,1.290126717,0.702895545,0.843569666,1.438836952,0.13199476,2.243970923,0.49022537,2
1208.964918,843.2550304,794.7425984,6.808784309,0.081457662,0.254387646,0.385060829,1.397461131,0.570264659,0.556810827,1.171007775,0.050803862,2.254565061,0.206646824,0
1286.485282,881.6040444,976.4582368,6.105743973,0.100533955,0.34229924,0.302341538,1.151930716,0.7606766,0.517548257,1.123280005,0.105227063,1.492111748,0.485465793,1
1233.04989,924.8712876,761.3540111,6.529911492,0.14752928,0.459096546,0.224434935,1.287114463,0.658013464,0.68236725,1.486709212,0.121561498,1.519647668,0.204064769,2
1210.791288,838.2216805,755.6747188,6.769793138,0.080305653,0.2572483,0.226783165,1.360973044,0.614782275,0.931784286,1.423078207,0.135456922,1.689808698,0.297447983,0
1279.934905,881.1885857,720.4019513,6.043176228,0.102903591,0.352533395,0.331469532,1.236803858,0.765182911,0.606760569,1.413417427,0.129070159,1.590091525,0.231856999,1
1225.498129,919.054263,799.6170687,6.517797789,0.142741286,0.454859979,0.450789624,1.297830113,0.710884865,0.907653169,0.764824245,0.145810216,2.60399378,0.384280578,2
1206.680339,842.8797875,957.8244789,6.78528436,0.093008552,0.248633658,0.214003854,1.442741296,0.562088616,0.947826254,1.141259224,0.119734971,1.225000305,0.242257024,0
1287.807443,880.9703042,875.4833083,6.132278763,0.119884491,0.350902574,0.458426924,1.201563984,0.816113451,0.819280728,1.21415845,0.102107033,1.26059302,0.346927843,1
1233.601228,918.8966145,958.4593268,6.530538139,0.146953711,0.442746958,0.219918036,1.296943404,0.703238127,0.643668268,0.549348952,0.066184208,1.193205881,0.183406036,2
1208.730567,842.3393961,989.7714968,6.760532963,0.093683024,0.253759671,0.350152635,1.378241974,0.633580231,0.532163885,1.264674978,0.115196422,2.458337562,0.262090451,0
1288.086241,877.4490655,841.5930606,6.040844041,0.105595519,0.359377583,0.242782519,1.157087464,0.811073816,0.661948537,0.863104093,0.050836365,1.935385018,0.379196484,1
1227.012446,919.4206529,973.4889585,6.54281123,0.144749965,0.443829658,0.240440068,1.263228705,0.691974448,0.761295812,1.164297961,0.079447051,2.936516136,0.311634593,2
1208.748444,835.0005755,969.9006993,6.812975838,0.097207771,0.241467422,0.363136583,1.361845966,0.565020848,0.860495688,0.569502495,0.138375898,2.511793503,0.401355586,0
1287.182679,877.9458237,942.230505,6.043075968,0.113279796,0.356330648,0.267001547,1.17544182,0.758979496,0.633126877,1.275992781,0.141024365,2.706332401,0.173686466,1
1228.834365,917.8487475,952.5342052,6.471246088,0.135357779,0.452170627,0.212631488,1.28576183,0.71980333,0.502294822,1.139042992,0.051198257,2.771187459,0.441948733,2
1207.346077,844.442618,908.4826903,6.768184279,0.082247394,0.251238443,0.379292938,1.442253189,0.596376243,0.888557214,1.059882761,0.057298094,1.808857246,0.477323857,0
1285.497934,884.2233515,971.3738732,6.055897856,0.107815868,0.354405811,0.209723965,1.170785326,0.754374395,0.997891264,0.581797567,0.05500966,2.944753851,0.336221064,1
1234.053112,918.2530377,777.653394,6.519149301,0.147150806,0.453155562,0.322525235,1.285365266,0.701186902,0.920020159,0.741443298,0.149089435,1.391749977,0.392016642,2
1207.446352,841.2883928,971.4068462,6.774165468,0.097008478,0.241256413,0.426658444,1.36894579,0.627042982,0.710147691,0.68692281,0.126511916,2.901290641,0.315269196,0
1284.447236,881.5864564,822.8523729,6.044114947,0.109966838,0.351077923,0.269417107,1.214050331,0.764160568,0.712671047,0.744165304,0.131060874,1.8339776,0.218596406,1
1225.237967,916.9842666,823.3837837,6.477980542,0.131324651,0.446452817,0.346695597,1.34061268,0.696313821,0.571315674,0.926753892,0.054902281,2.51643789,0.477644135,2
1207.382529,835.5252413,868.823191,6.753266835,0.090318211,0.255959967,0.459685447,1.35409883,0.639781421,0.840215972,1.393368526,0.076829408,2.530183001,0.204637923,0
1283.829621,883.4701697,974.0816047,6.134397136,0.104912158,0.353288383,0.376115751,1.175743921,0.775079396,0.529284321,1.23435289,0.09236349,1.36103293,0.287715043,1
1226.339008,922.9662029,738.0814407,6.503416425,0.145964694,0.440815509,0.36856922,1.276244312,0.731132607,0.783068612,0.607562044,0.067727265,1.525742032,0.421528084,2
1214.929074,836.9187306,732.6802889,6.825670986,0.095788964,0.247651057,0.48166388,1.433337397,0.595800661,0.864909927,1.439677045,0.124220612,1.653148733,0.353796717,0
1286.000742,881.6917351,999.2059602,6.095453856,0.103888072,0.340219319,0.440198554,1.191124736,0.828777578,0.807963869,0.825336013,0.079657493,2.53748445,0.449403323,1
1227.710397,916.7588934,744.6153791,6.512635246,0.143642018,0.445114576,0.206835484,1.321251033,0.690847722,0.646019967,0.578103953,0.106083535,2.381583317,0.254200615,2
1205.403146,844.5402836,851.3373075,6.785146066,0.085741677,0.246675331,0.282986134,1.444472939,0.640348757,0.908041493,1.196574594,0.077712126,1.801891414,0.346392808,0
1288.797439,875.2659149,998.3722938,6.10834381,0.103762193,0.344273241,0.336801049,1.212575513,0.783703462,0.508712143,0.916044751,0.064413175,2.811813468,0.250710018,1
1226.169075,921.232213,783.0545952,6.479959002,0.147332765,0.4589361,0.247161321,1.314855994,0.726097293,0.9858332,1.345068218,0.057302243,1.497522247,0.212138433,2
1209.722898,844.9154252,860.4873342,6.81874765,0.086207309,0.241499684,0.232457935,1.361672841,0.619385236,0.958493022,0.633555215,0.139125355,2.969813723,0.30487905,0
1286.384649,884.1487974,900.38332,6.109324969,0.114183534,0.345971338,0.249208282,1.217149365,0.809664729,0.855782095,1.351456772,0.051268857,1.094470006,0.238523229,1
1233.737959,916.2537525,962.5756217,6.503784037,0.142256098,0.453857343,0.204781572,1.279973656,0.694236245,0.595345849,1.483877065,0.126081203,2.973661313,0.191018774,2
1211.020039,841.5920408,906.2335642,6.794562191,0.083410746,0.243493946,0.243803872,1.385596333,0.628715641,0.994034718,1.093049711,0.103746783,1.643292944,0.203913211,0
1286.205238,880.5981856,777.8115798,6.109643751,0.11869788,0.35813743,0.279768513,1.230816193,0.766166689,0.774461408,1.322792987,0.066633802,1.363056317,0.478246293,1
1232.652205,916.0797716,956.500724,6.472061363,0.130496269,0.448578847,0.438163229,1.256481993,0.680212127,0.771783617,0.585476165,0.149231609,2.615908565,0.458633187,2
1205.770901,836.1841306,939.1775138,6.750788118,0.098723095,0.252546922,0.430959527,1.386009756,0.571144769,0.889960849,1.190214101,0.06002018,2.127081134,0.362461325,0
1279.796183,878.4376095,851.1304652,6.113569338,0.10653517,0.344958714,0.373217635,1.177065428,0.784786092,0.568831101,1.037314164,0.078767258,1.635393811,0.281610851,1
1232.147514,918.7032305,785.3929941,6.500670607,0.139851693,0.440738298,0.414093233,1.252737202,0.706561421,0.901054659,0.80019114,0.118849321,1.916838592,0.179650724,2
1212.581065,835.0241762,943.1397086,6.782750751,0.082389487,0.241845814,0.352488402,1.411791256,0.63933653,0.761901921,0.792813237,0.110027636,1.894216392,0.367254611,0
1286.273954,884.3536658,817.4624493,6.138274521,0.114366584,0.342250404,0.451296475,1.189835522,0.840912537,0.951307604,1.353391124,0.073440411,2.958851564,0.46915507,1
1234.701261,923.7751924,899.3578873,6.523889298,0.145689068,0.450738079,0.446989724,1.318907858,0.733782919,0.659645963,0.511880132,0.076665458,2.86087821,0.434551135,2
1209.740321,843.696335,718.6944782,6.765366487,0.087450697,0.259579462,0.404192863,1.359008338,0.563623996,0.517106671,1.169847431,0.099921578,1.298787074,0.244393715,0
1284.739528,880.2104004,750.0721552,6.099275131,0.112890644,0.347271636,0.319267344,1.190862898,0.774203143,0.676513211,1.194026491,0.123151545,1.437079657,0.12024903,1
1227.825991,915.1923902,959.3249195,6.544921435,0.148299486,0.448010794,0.436185119,1.316854522,0.667206327,0.653809398,0.56638237,0.054958924,1.406704544,0.196383012,2
1208.05714,844.4668889,706.3943714,6.813575863,0.092935057,0.255353778,0.207991512,1.382216071,0.596980267,0.829700253,0.835397051,0.080593259,2.952048954,0.414765161,0
1287.840774,881.4498886,729.2928588,6.117729887,0.105878289,0.352675354,0.3149602,1.204520535,0.781045038,0.852518203,1.274482908,0.092777819,1.562264295,0.331996979,1
1228.253525,919.2824625,925.0799296,6.492574964,0.130290385,0.440325442,0.208609403,1.3224464,0.700815106,0.954633882,0.553669905,0.095815879,2.296098404,0.402596574,2
1209.057355,839.922709,864.5703761,6.755095447,0.084837286,0.249504805,0.20592085,1.354407547,0.581688894,0.50991349,0.784997965,0.062401784,1.645513493,0.243945387,0
1287.036633,881.9198817,957.1655274,6.101962972,0.103892058,0.359588299,0.326037218,1.220005221,0.80247357,0.729254809,1.056390067,0.136018975,2.079324356,0.126674383,1
1229.578267,924.0374674,778.992177,6.503632311,0.144426451,0.443524798,0.35800892,1.320875088,0.749863978,0.843318098,1.477219022,0.103640961,1.71286665,0.309462354,2
1213.580191,837.6577308,979.0313315,6.813405329,0.096505399,0.243864784,0.386974205,1.370030961,0.614830291,0.997788613,1.013260202,0.081284654,2.769120199,0.168852916,0
1284.932137,877.2971269,866.7235012,6.071141639,0.116938868,0.345506296,0.227164622,1.231127268,0.772260423,0.743487261,0.645560614,0.132098709,2.154027224,0.400530177,1
1225.77213,916.5296354,700.135731,6.542687986,0.138108748,0.457548546,0.423406483,1.259455584,0.69412103,0.94936017,1.243160821,0.117283877,1.441083751,0.273915743,2
1207.127535,837.1814028,803.3248898,6.780228998,0.080364531,0.243735153,0.375460503,1.376019501,0.583730443,0.967656737,1.030871625,0.071507473,1.437362318,0.230192511,0
1288.70542,881.8218664,860.4701561,6.100960009,0.109844662,0.345656859,0.240619646,1.22568176,0.786576896,0.659743247,0.685602193,0.061157792,1.570934989,0.3849282,1
1232.711193,924.6441694,701.8948426,6.523318392,0.143926527,0.450520264,0.484485166,1.309645866,0.728009555,0.737526785,0.632074532,0.104328153,1.05338834,0.317945852,2
1210.252652,837.6701821,779.8958778,6.794397283,0.085517043,0.247048588,0.354588836,1.360926927,0.604194488,0.713770332,0.729360804,0.063296272,2.041516827,0.311235457,0
1280.853988,880.5106223,732.0993969,6.043150939,0.105903661,0.357647686,0.317549936,1.180539759,0.754290705,0.632168621,1.348462272,0.13830215,1.427277455,0.346631308,1
1231.912995,924.7688323,990.9805575,6.499204708,0.13335793,0.447701926,0.209521643,1.255909986,0.734015411,0.72745306,0.71234799,0.112805928,1.080825684,0.381456818,2
1205.308145,836.2437316,816.4856961,6.838916788,0.08303166,0.255609468,0.202514589,1.354994246,0.554492971,0.887543468,0.9925022,0.069048782,2.020578815,0.305767012,0
1284.385814,884.4457613,768.987509,6.052306928,0.111145622,0.343781278,0.245187675,1.221916673,0.77013576,0.906690869,1.27271244,0.07814675,1.895593399,0.446023517,1
1232.540781,924.3852254,710.8082619,6.484638854,0.145739269,0.454955698,0.468066775,1.275025901,0.737910461,0.587563304,0.850649721,0.086908193,2.562236094,0.437111544,2
1212.899508,838.97224,906.2932466,6.762227756,0.098351082,0.242718541,0.497631557,1.429936056,0.628023562,0.991848723,0.544786736,0.068142816,1.146984191,0.433140435,0
1279.697477,882.7026781,723.1229943,6.123210116,0.116944908,0.354319797,0.305354084,1.207937704,0.830171838,0.706885179,0.922339626,0.086345406,1.182513874,0.49004553,1
1226.055122,916.5514704,958.8103799,6.552158641,0.142213541,0.44212828,0.382019876,1.317418742,0.680837298,0.585229866,1.051500409,0.062230838,1.805948153,0.469001939,2
1213.562303,838.0648361,903.0243743,6.821349273,0.082484332,0.250790923,0.487417727,1.363624529,0.64624999,0.622061849,1.338923282,0.061517954,1.929170858,0.490087124,0
1282.700241,884.6584072,867.6564254,6.105138682,0.107906178,0.340572203,0.455575536,1.221824563,0.848254898,0.70911079,1.232087541,0.117103111,2.210738161,0.412810772,1
1232.480905,924.6187692,713.8863592,6.553265933,0.143200903,0.458577013,0.319452106,1.280827585,0.689408405,0.759153941,1.4569053,0.140806053,1.329845991,0.374504163,2
1214.754613,840.6149477,935.8033946,6.786149612,0.088787021,0.248042567,0.305185424,1.435699197,0.575684899,0.632390713,0.62807876,0.121339108,1.24636453,0.323757984,0
1288.505465,878.0941909,961.0360107,6.106767829,0.114058903,0.357525408,0.397329393,1.207668289,0.805363777,0.666109638,1.251904201,0.066354553,2.761992356,0.184079223,1
1225.741523,915.9548727,963.9424698,6.492332973,0.146610928,0.450158542,0.439297277,1.33716553,0.664516355,0.815061817,1.383079692,0.072558985,1.316276287,0.201145967,2
1208.46724,836.9030049,821.5141664,6.762973169,0.088424285,0.243011529,0.384468368,1.438817539,0.636369532,0.987357879,0.572186888,0.098371164,2.171822668,0.391251639,0
1288.558325,882.7045324,945.4267091,6.051171367,0.119280629,0.347909388,0.416560461,1.244236339,0.841647291,0.506627179,0.540165899,0.12367201,2.015147206,0.144417544,1
1230.474767,923.0569052,743.285859,6.555167024,0.148200381,0.452194949,0.281782203,1.322758994,0.707251396,0.73202383,0.519708235,0.092114915,1.906619969,0.45019829,2
1212.534768,836.3927848,814.5089656,6.756251986,0.080233684,0.249261538,0.362323006,1.368797396,0.590760563,0.823011038,1.227526737,0.133125202,1.9565286,0.49194291,0
1285.006692,884.5968998,925.2561222,6.096999279,0.105680425,0.35250479,0.431153022,1.161611454,0.824660434,0.618462857,0.949883871,0.144274934,2.351730057,0.174186629,1
1230.29492,919.1080522,834.5229735,6.535345899,0.14469544,0.45295617,0.269427046,1.278004284,0.686198458,0.694324424,1.244828747,0.117105957,2.576947303,0.324746602,2
