Bandgap (eV),DOS Peak Position 1,DOS Peak Position 2,DOS Peak Position 3,DOS Peak Intensity 1,DOS Peak Intensity 2,DOS Peak Intensity 3,Phase (Target)
6.555167024,0.148200381,0.452194949,0.281782203,1.322758994,0.707251396,0.73202383,2
6.756251986,0.080233684,0.249261538,0.362323006,1.368797396,0.590760563,0.823011038,0
6.096999279,0.105680425,0.35250479,0.431153022,1.161611454,0.824660434,0.618462857,1
6.535345899,0.14469544,0.45295617,0.269427046,1.278004284,0.686198458,0.694324424,2
6.770185397,0.081900624,0.247637035,0.413168732,1.409365789,0.599093926,0.513251838,0
6.131431097,0.115160165,0.341558377,0.327872593,1.243663569,0.815389172,0.7500828,1
6.50123353,0.136819362,0.445135985,0.248527026,1.279553839,0.734088625,0.636884596,2
6.839709258,0.095870338,0.259349027,0.28563394,1.410676087,0.551861753,0.957410049,0
6.069490829,0.118869905,0.342599047,0.360612034,1.172989049,0.839654067,0.513472909,1
6.461661581,0.136886669,0.442635976,0.437785237,1.281688561,0.725829868,0.720234442,2
6.809879597,0.098815591,0.245703774,0.261995369,1.357217727,0.593206543,0.972052488,0
6.0684176,0.10999208,0.345329007,0.279290483,1.216139834,0.796298875,0.599929998,1
6.477197598,0.134673103,0.459773393,0.328786044,1.254322894,0.695990265,0.709528496,2
6.768386817,0.094961714,0.242457519,0.328572857,1.419560342,0.625009085,0.624098867,0
6.081988384,0.108119491,0.356702974,0.494434867,1.160984419,0.791647836,0.947505189,1
6.534378434,0.132819888,0.450791141,0.239509682,1.320040957,0.675448453,0.988116759,2
6.844232583,0.086667847,0.245436654,0.410671635,1.397376431,0.646987219,0.517700851,0
6.114459685,0.106875744,0.349632212,0.241325935,1.228123893,0.785600415,0.9891129,1
6.523182752,0.138459548,0.44965626,0.330323922,1.294334473,0.66773814,0.960088758,2
6.787204812,0.083334336,0.241999739,0.376561214,1.419349209,0.649850502,0.52732227,0
6.072265063,0.111331235,0.348788998,0.384541935,1.214838803,0.774828243,0.526817502,1
6.531769213,0.141149403,0.448494712,0.324638466,1.34458437,0.72355301,0.61094401,2
6.818850554,0.089263524,0.245139063,0.477081416,1.351430249,0.620720621,0.808367575,0
6.042162203,0.107914218,0.357270121,0.276382537,1.182357071,0.790875114,0.776094917,1
6.52659273,0.145125116,0.442867525,0.48369316,1.287823181,0.661397258,0.694013344,2
6.84265274,0.086815268,0.25045925,0.232209424,1.436750571,0.585586485,0.848821397,0
6.134740286,0.1188054,0.347861865,0.46143845,1.226309044,0.836860701,0.742346907,1
6.537051083,0.144562078,0.45806014,0.482741899,1.250042217,0.707957809,0.887524412,2
6.764216529,0.099047152,0.25123544,0.3660253,1.448207338,0.642913011,0.834241976,0
6.047738984,0.119497966,0.343735062,0.257603718,1.180988599,0.836201061,0.851972313,1
6.476022359,0.141642444,0.440083223,0.44385445,1.316585188,0.666843445,0.898816538,2
6.847352073,0.096870189,0.259690979,0.437651735,1.356207584,0.602888594,0.757591984,0
6.10718474,0.106052647,0.35368577,0.228611193,1.207397896,0.823120399,0.907721631,1
6.477174967,0.135062687,0.449580106,0.303692838,1.307597844,0.665662918,0.987834104,2
6.806066768,0.098058994,0.241173464,0.306989479,1.410548776,0.578368283,0.858024637,0
6.129017826,0.113043613,0.348443457,0.352342186,1.178859748,0.836771352,0.728872237,1
6.489188941,0.13194243,0.455227767,0.338490578,1.301855873,0.740616297,0.506303594,2
6.847687736,0.082786578,0.246874469,0.28826817,1.442758443,0.574425079,0.62205081,0
6.124832887,0.116621059,0.350262976,0.303991085,1.247160595,0.789304885,0.922843453,1
6.54936176,0.147205966,0.445669104,0.320086992,1.254787756,0.674515163,0.79599318,2
6.771990588,0.081361526,0.247651041,0.283527638,1.411267788,0.649857268,0.513615431,0
6.09727169,0.1177529,0.346094213,0.378740044,1.167921328,0.768255309,0.52663487,1
6.538589489,0.142092881,0.458879829,0.370366225,1.251303165,0.655477343,0.815557985,2
6.794091311,0.087535795,0.24499587,0.44216419,1.436419351,0.572980515,0.733275237,0
6.084684518,0.119293336,0.357162867,0.221581992,1.205646397,0.786999576,0.958943778,1
6.557300572,0.134134828,0.456306994,0.416546245,1.276489201,0.727267893,0.788770447,2
6.813143311,0.096032643,0.254076772,0.419654123,1.418863285,0.627592142,0.993010733,0
6.047379612,0.100814066,0.359106048,0.340841057,1.228341417,0.820531271,0.707991414,1
6.478369214,0.134055593,0.443467121,0.222458226,1.252266454,0.655947818,0.827387401,2
6.836157506,0.096686625,0.247913504,0.299281402,1.426665074,0.608529797,0.936474723,0
6.041507433,0.111326966,0.355909827,0.39612577,1.150868021,0.752686076,0.653184669,1
6.466651874,0.139019786,0.450391864,0.32833031,1.258244265,0.695230689,0.933699874,2
6.80304147,0.087386471,0.252818324,0.234141316,1.363334307,0.560718768,0.778635098,0
6.131058672,0.100901375,0.349880268,0.466660077,1.194470766,0.81475716,0.523939225,1
6.536304326,0.145730998,0.445760839,0.206187212,1.322417928,0.71953762,0.610952656,2
6.794717542,0.080845057,0.242086452,0.483334875,1.439198649,0.576853306,0.600546407,0
6.111801868,0.111554863,0.342091317,0.207918099,1.163799136,0.825330416,0.75741546,1
6.495289612,0.135677754,0.456162367,0.329024833,1.302726831,0.72117364,0.94512253,2
6.843079859,0.097719862,0.24229742,0.396907213,1.426265776,0.609268415,0.770461207,0
6.093984323,0.113180576,0.356409453,0.272791909,1.217125419,0.811443776,0.586769925,1
6.511770049,0.135391098,0.448772981,0.340073797,1.29904733,0.735467233,0.607515242,2
6.763432323,0.093979031,0.243924913,0.42662481,1.386141582,0.572867388,0.894759645,0
6.117442959,0.117631406,0.34009335,0.316100456,1.191450786,0.800171418,0.744794981,1
6.529905086,0.137024724,0.441332679,0.2164539,1.282895148,0.716582016,0.969953273,2
6.753731214,0.085851615,0.246071448,0.478877282,1.446152365,0.633940543,0.794950383,0
6.056876005,0.115766492,0.35923825,0.211360559,1.229969651,0.815209444,0.884422512,1
6.496413808,0.136708262,0.45009884,0.248712082,1.307887278,0.725429584,0.551162702,2
6.808852662,0.082008348,0.241281865,0.469789083,1.425663287,0.591428485,0.551226478,0
6.074789734,0.108704663,0.342295807,0.309053411,1.230365364,0.849049642,0.929298212,1
6.465916304,0.130917725,0.443840847,0.409964482,1.302588454,0.689196074,0.592926676,2
6.812221619,0.083219366,0.254514874,0.437526514,1.381089331,0.599859607,0.856949822,0
6.052581103,0.111303188,0.341965039,0.457010185,1.168803794,0.759584292,0.682699838,1
6.55323221,0.145085185,0.441194678,0.288816199,1.261408461,0.671240809,0.70954088,2
6.758879125,0.089303549,0.259536342,0.288555235,1.427685443,0.553550181,0.903958068,0
6.0492266,0.111865887,0.356786863,0.495201203,1.201279567,0.781921939,0.945169289,1
6.494628384,0.1425522,0.455994752,0.297769427,1.334687544,0.744604439,0.838387396,2
6.842214386,0.087863693,0.242769424,0.415270663,1.424113136,0.605422046,0.981077868,0
6.115701107,0.113859036,0.359003805,0.229538588,1.193404304,0.761455461,0.915782876,1
6.519639718,0.146172924,0.448187342,0.382123891,1.32436709,0.710229795,0.628250585,2
6.846978739,0.088205606,0.249444189,0.372448217,1.438438733,0.586593056,0.948780257,0
6.102021142,0.108917784,0.356068987,0.308658137,1.177354369,0.807446958,0.524025472,1
6.467883086,0.134769829,0.454045389,0.339592271,1.25942871,0.700274044,0.704273294,2
6.792333086,0.083661408,0.258001876,0.490452702,1.360811093,0.600126716,0.559875895,0
6.083017794,0.102012612,0.350047832,0.389164932,1.231544266,0.820499178,0.572935294,1
6.556159692,0.148213141,0.444903922,0.281496793,1.294104314,0.656472411,0.798498701,2
6.821493049,0.085043529,0.249394222,0.313250757,1.426407182,0.567469985,0.934956378,0
6.118394349,0.101299741,0.343964161,0.486887804,1.172381752,0.787160689,0.903983697,1
6.497272341,0.147262718,0.457089217,0.296228455,1.305080547,0.669842949,0.681887285,2
6.83215987,0.098095256,0.242721966,0.214587031,1.392383294,0.550195691,0.565350098,0
6.048033862,0.102494158,0.343553277,0.490936435,1.215274566,0.819432838,0.914111762,1
6.540467965,0.131866414,0.441120949,0.355315781,1.335178312,0.681811359,0.613942496,2
6.828943061,0.085006828,0.241798968,0.337750433,1.445862967,0.615219328,0.638493682,0
6.084703374,0.112271223,0.350548045,0.365015756,1.165050181,0.811539523,0.856887149,1
6.506558464,0.143392855,0.444987827,0.252925637,1.251509128,0.718612583,0.914191625,2
6.785152998,0.09838624,0.251747553,0.399856141,1.401053622,0.647674267,0.927560517,0
6.102076329,0.105622169,0.356734305,0.268499536,1.189837589,0.756566829,0.779021279,1
6.490111769,0.142255814,0.457289911,0.447511135,1.333513588,0.687658271,0.692102225,2
6.841582947,0.081427149,0.246957638,0.42391462,1.355777748,0.609377566,0.53165858,0
6.093277575,0.103306235,0.350454569,0.337350651,1.210712888,0.81218493,0.779953491,1
6.507989637,0.140347783,0.458512693,0.498395332,1.251891265,0.682869239,0.925023158,2
6.807431933,0.095477243,0.253767255,0.341477808,1.400353018,0.569269287,0.612736937,0
6.043113048,0.105203094,0.347437214,0.406279365,1.172719111,0.790319927,0.669222275,1
6.544396554,0.133514893,0.446970591,0.217126885,1.325149546,0.667383896,0.58100699,2
6.801205067,0.093533744,0.242400423,0.266231689,1.434940521,0.571023172,0.616590382,0
6.099496695,0.103816498,0.355777776,0.410914013,1.167163527,0.846102692,0.694825196,1
6.485200181,0.149993306,0.445216197,0.406334474,1.297614376,0.725676681,0.984409986,2
6.81738608,0.082502367,0.259737948,0.439570527,1.375125723,0.611156202,0.946421073,0
6.088268154,0.115362866,0.350313081,0.424804158,1.234783393,0.754001651,0.904002671,1
6.536439503,0.135481875,0.441755693,0.399478439,1.322284583,0.663781259,0.72714216,2
6.833145855,0.08776679,0.259949236,0.205780595,1.416680125,0.609311927,0.822378248,0
6.112115656,0.108253669,0.344073455,0.425700863,1.204881487,0.782923415,0.568172484,1
6.484390221,0.130755173,0.457484437,0.385878807,1.32140712,0.68772793,0.670223666,2
6.818363013,0.086780514,0.251788854,0.40876565,1.420703173,0.60644607,0.940460947,0
6.102574256,0.11159778,0.35974418,0.322444176,1.222741512,0.839367112,0.572815654,1
6.540800579,0.130246445,0.446157083,0.438072946,1.305338476,0.739546515,0.755376816,2
6.83062744,0.080368962,0.258275027,0.449412775,1.440769159,0.625257565,0.561703273,0
6.138420515,0.105555201,0.349445464,0.368622529,1.234964018,0.800837075,0.555432584,1
6.529168847,0.146431258,0.457614032,0.393562013,1.266922846,0.702690158,0.958695002,2
6.808435761,0.083731414,0.24030935,0.241408561,1.361645348,0.607844169,0.699405235,0
6.139342546,0.119085333,0.345418761,0.358294384,1.21458973,0.784195032,0.947886854,1
6.548542282,0.147732576,0.453256141,0.208276322,1.266961044,0.693963847,0.702519381,2
6.750676068,0.09449118,0.244371036,0.269230063,1.398326608,0.60909949,0.900923193,0
6.055896642,0.100140202,0.342352293,0.452221617,1.24098213,0.755980459,0.830398206,1
6.475220151,0.132665557,0.445049282,0.43662594,1.29050697,0.670534578,0.603120566,2
6.750388303,0.098465861,0.250763723,0.365959172,1.438480074,0.605898985,0.898345692,0
6.077980027,0.119660228,0.351886459,0.463657045,1.166016548,0.75714722,0.837903754,1
6.473559119,0.139561053,0.445202593,0.411469307,1.26370666,0.713826917,0.845489328,2
6.798331402,0.093657582,0.246731763,0.371894749,1.366602657,0.607467445,0.699012011,0
6.133484023,0.104149948,0.34053113,0.390501467,1.164974143,0.764205099,0.903612674,1
6.510984182,0.133144581,0.441387652,0.477319131,1.27152636,0.672815246,0.554943226,2
6.793719061,0.085906719,0.259777471,0.361216015,1.401570153,0.582526956,0.810277607,0
6.052843887,0.102834805,0.355629037,0.384967117,1.218773751,0.793218122,0.82058023,1
6.541623425,0.139103503,0.446337229,0.471883542,1.268753305,0.727457532,0.902502175,2
6.835918359,0.093174342,0.252697984,0.439987226,1.41284944,0.643209925,0.8473454,0
6.111697903,0.113739088,0.340718726,0.398867113,1.163450326,0.763924904,0.887357724,1
6.547922887,0.147064778,0.456542237,0.429576969,1.306438478,0.703840426,0.527659349,2
6.80017741,0.084095613,0.256268118,0.312984019,1.373920111,0.568583388,0.976792675,0
6.068057577,0.104649847,0.341615607,0.422688491,1.192751487,0.811759414,0.879553572,1
6.523620996,0.132102219,0.447497077,0.42707074,1.306784697,0.745283994,0.660332672,2
6.776487074,0.098288494,0.241298017,0.330756537,1.35743706,0.601299466,0.745517376,0
6.138199805,0.108380875,0.352490837,0.260998209,1.207786423,0.756384608,0.697414945,1
6.478091231,0.145398569,0.447412559,0.349522873,1.309120179,0.66212219,0.770191521,2
6.780814238,0.089667395,0.257074984,0.22439092,1.391767311,0.621189618,0.63846455,0
6.13848117,0.117875075,0.358689925,0.44852854,1.235841587,0.808699052,0.535595865,1
6.490968879,0.132163358,0.457068627,0.332948107,1.265625422,0.674763278,0.679047878,2
6.803216054,0.097137211,0.245329739,0.31977373,1.407484446,0.559954899,0.531643063,0
6.06071765,0.103725914,0.355364018,0.34796207,1.184423257,0.800050643,0.688679463,1
6.543709223,0.134119672,0.444993748,0.474057024,1.337376147,0.65511894,0.723418395,2
6.766596374,0.098928018,0.254084777,0.206864516,1.398779765,0.600925129,0.746712842,0
6.075575579,0.104895736,0.347810172,0.260986326,1.179910495,0.761035737,0.500613952,1
6.548871166,0.131584585,0.450806085,0.391037998,1.318109464,0.72977221,0.905676143,2
6.839172944,0.096417309,0.249711035,0.314357174,1.407677077,0.590296688,0.886108361,0
6.064141635,0.101833803,0.351690336,0.264461409,1.224461365,0.817758772,0.650060475,1
6.463050271,0.141946725,0.444743581,0.417293235,1.311019941,0.701265853,0.881887058,2
6.78673418,0.086055194,0.243831786,0.310535628,1.414522638,0.554080767,0.566113037,0
6.130361283,0.105537162,0.343357316,0.40633748,1.206716217,0.805220945,0.613362342,1
6.469480783,0.149215223,0.456406327,0.27516728,1.286300971,0.672964026,0.527075602,2
6.783410151,0.085347831,0.256145664,0.432152369,1.381242495,0.572799684,0.977092336,0
6.10605965,0.115088694,0.359669595,0.454130944,1.242605826,0.820111392,0.736494511,1
6.540760869,0.143661417,0.456960876,0.211684708,1.273490407,0.719692526,0.626539735,2
6.762199135,0.081130183,0.248690941,0.233009495,1.403248916,0.586344701,0.780638624,0
6.088528024,0.119794853,0.353450132,0.268251346,1.190251665,0.840245422,0.569281896,1
6.464509386,0.137868776,0.447896612,0.268134183,1.311561043,0.745719024,0.651340521,2
6.773246113,0.091443018,0.246057045,0.208747943,1.366404336,0.556861755,0.797991069,0
6.13380203,0.105065771,0.353691299,0.225387786,1.188495372,0.791173199,0.707676983,1
6.549447819,0.147567511,0.457664046,0.495562131,1.319171788,0.672606779,0.696814649,2
6.793747098,0.099135826,0.245606454,0.352124949,1.390457592,0.561656161,0.901339811,0
6.108245807,0.119868644,0.348920927,0.32972235,1.187953358,0.750055141,0.961086259,1
6.538058871,0.147936758,0.448004052,0.459981625,1.301050364,0.678070908,0.535623415,2
6.84285821,0.088768278,0.255904879,0.232593147,1.438738772,0.58563393,0.582630111,0
6.043945826,0.100109304,0.349602936,0.201979883,1.228635248,0.787303753,0.775248426,1
6.511964254,0.148959505,0.45767575,0.401035047,1.294191845,0.700800846,0.527554704,2
6.802599253,0.082773035,0.24587266,0.354326006,1.421791938,0.558118736,0.819315512,0
6.071819476,0.11440982,0.351222864,0.352160035,1.208566999,0.842739562,0.931796223,1
6.500571562,0.134248671,0.444449147,0.257774515,1.28525313,0.738191529,0.99159998,2
6.804729245,0.089128168,0.250983509,0.433302904,1.354427019,0.623418935,0.757525327,0
6.082737399,0.108579702,0.359310547,0.290229601,1.209851827,0.813270184,0.925305658,1
6.464151728,0.130438678,0.454670261,0.306883136,1.296048407,0.724960817,0.845935084,2
6.766315085,0.081337152,0.246062294,0.483390167,1.413926994,0.595061197,0.591288397,0
6.133180894,0.109171148,0.341247942,0.274641218,1.176493178,0.785145754,0.922557222,1
6.511183193,0.141698521,0.451297341,0.291988933,1.268496028,0.734363763,0.585037452,2
6.751565533,0.097028683,0.256445573,0.374895026,1.406327153,0.639379604,0.761573665,0
6.11960808,0.110758204,0.35347426,0.348621846,1.156744741,0.792625167,0.681202947,1
6.470887181,0.131267702,0.44142063,0.255422663,1.266098075,0.740610887,0.762402099,2
6.814027126,0.083826924,0.251657013,0.498252926,1.421778066,0.573529907,0.96522542,0
6.10233648,0.107942387,0.353019852,0.3426506,1.204508826,0.777964048,0.87954184,1
6.553278592,0.142716082,0.447900872,0.32883828,1.334432556,0.650801919,0.565958014,2
6.767444827,0.080205021,0.259367438,0.445837433,1.371303408,0.586535006,0.517499112,0
6.049025127,0.109596571,0.357059486,0.291923486,1.197542244,0.824960465,0.553790857,1
6.507698084,0.142726094,0.455903201,0.211923978,1.335439717,0.6523781,0.690202155,2
6.757091136,0.098708596,0.248276674,0.330098988,1.382720247,0.559341568,0.856903553,0
6.127265035,0.111714397,0.346954905,0.236651463,1.18261711,0.777681266,0.74063731,1
6.497519615,0.1437614,0.4552096,0.442039154,1.262907352,0.719928443,0.753691974,2
6.788256988,0.097868193,0.24184634,0.253340712,1.369184029,0.556034282,0.704568791,0
6.059036529,0.10890198,0.349818196,0.225926708,1.174303957,0.813015736,0.854926697,1
6.475654269,0.137879663,0.44789632,0.228529459,1.255128117,0.704378817,0.769508311,2
6.844669758,0.093052494,0.253851832,0.42601067,1.350418919,0.584881231,0.769340371,0
6.111589008,0.106213616,0.345311534,0.420600708,1.198201706,0.824732963,0.798399592,1
6.544354208,0.136952874,0.446511891,0.397065117,1.347898529,0.66752608,0.559730047,2
6.792866351,0.095074521,0.245509408,0.308853295,1.434689218,0.606843872,0.670652122,0
6.11851028,0.11334408,0.346936211,0.260319374,1.155127369,0.824224252,0.624924347,1
6.490121598,0.146199738,0.440089143,0.271903402,1.294712763,0.741331149,0.98611309,2
6.830350267,0.098025888,0.255031016,0.226232696,1.350553815,0.568021678,0.814701852,0
6.111031869,0.102100524,0.345654776,0.245799756,1.163991505,0.78119771,0.819761344,1
6.519881389,0.143070181,0.444780427,0.261475406,1.342695931,0.749955341,0.675763393,2
6.788396681,0.096826973,0.253063494,0.274878749,1.404970594,0.592413018,0.785630832,0
6.075066403,0.104549791,0.358342372,0.420785456,1.23156567,0.811138615,0.529316687,1
6.543213223,0.138518089,0.441467517,0.227408661,1.304475633,0.725303929,0.672045373,2
6.783416041,0.087501914,0.257868646,0.444437892,1.37511012,0.630967833,0.736528867,0
6.081614743,0.114990863,0.345590516,0.247948729,1.18208469,0.769172735,0.881946588,1
6.5060112,0.136498566,0.442725973,0.32391218,1.314528233,0.654800542,0.836262139,2
6.806555062,0.09031528,0.249548613,0.274811391,1.362651639,0.616681531,0.5871824,0
6.119266875,0.113452505,0.356250316,0.284970247,1.199218818,0.817377616,0.804666149,1
6.496291978,0.130260073,0.452610678,0.469342378,1.308627595,0.679278408,0.695924596,2
6.82044416,0.080488198,0.243856629,0.419144754,1.387875587,0.587892955,0.784377172,0
6.106195207,0.111198087,0.344374148,0.379261954,1.236424151,0.847620368,0.96247022,1
6.487809072,0.148566714,0.447947705,0.294592949,1.343056005,0.66229964,0.945253896,2
6.753021011,0.097795786,0.246003992,0.486903741,1.415185425,0.552308033,0.525768379,0
6.044758759,0.119366451,0.346587293,0.243540443,1.184295985,0.809128627,0.957758814,1
6.46765143,0.139938393,0.440309859,0.299048641,1.274699247,0.7364611,0.910061709,2
6.838125643,0.092598431,0.253243895,0.496574699,1.44928395,0.60042823,0.6238442,0
6.046854954,0.115154878,0.347428599,0.484118337,1.21744996,0.822769341,0.578437691,1
6.536260485,0.149640833,0.449706501,0.386830272,1.305751754,0.745455691,0.667128654,2
6.777232196,0.091743597,0.249743844,0.225671028,1.360803673,0.586445904,0.986927442,0
6.053552738,0.119275555,0.340637864,0.439317762,1.231016908,0.781254068,0.505503408,1
6.542766346,0.132967764,0.456402961,0.346852754,1.281993626,0.731395241,0.886128279,2
6.80261333,0.089108813,0.243017821,0.261749902,1.443252481,0.632413585,0.981346777,0
6.052593797,0.117580994,0.347517172,0.33991386,1.165873443,0.824531762,0.721490718,1
6.477320622,0.137322818,0.455098678,0.496222333,1.345658349,0.692224176,0.85951265,2
6.805779273,0.099040096,0.247175127,0.338171226,1.376031474,0.62734091,0.627977469,0
6.076429609,0.113941874,0.343308126,0.406665811,1.184016693,0.844786024,0.617415253,1
6.544621048,0.131747261,0.453290417,0.280082803,1.304318775,0.722157333,0.869691184,2
6.8029542,0.093212437,0.242896493,0.340629706,1.416499408,0.600471515,0.790476619,0
6.109427103,0.107784361,0.352059526,0.385669456,1.173690821,0.762976507,0.812792313,1
6.497669426,0.136526956,0.444298356,0.423502917,1.250210721,0.65844204,0.997684108,2
6.810225212,0.084557064,0.246727816,0.30940862,1.435086499,0.594495232,0.677247867,0
6.061697611,0.115977082,0.352802082,0.431853643,1.228225253,0.824240625,0.868643169,1
6.541554627,0.14708947,0.458285572,0.226620743,1.307824668,0.722326396,0.82117858,2
6.758005806,0.097277313,0.24392745,0.395510373,1.422875139,0.606482639,0.914211156,0
6.122976127,0.115498646,0.352660583,0.479046916,1.209852655,0.840121598,0.88991676,1
6.50077462,0.144026123,0.457198655,0.444754969,1.271079279,0.708015739,0.681155771,2
6.760009618,0.096522927,0.257561244,0.495490332,1.363840764,0.572472627,0.574882505,0
6.092762249,0.114006689,0.351486818,0.430960268,1.156494271,0.781684608,0.910144753,1
6.479683724,0.140877932,0.45473345,0.274195785,1.344419082,0.744775379,0.528702029,2
6.848750771,0.086732283,0.242719664,0.42918633,1.371972439,0.575103274,0.626737395,0
6.082820208,0.113082944,0.349041742,0.296657062,1.166938063,0.802652534,0.5599455,1
6.495816254,0.144119727,0.458456947,0.362469755,1.314578398,0.726151615,0.758820163,2
6.839737273,0.088231028,0.255685026,0.235540914,1.444886603,0.626536006,0.960295515,0
6.11042143,0.116891842,0.346283815,0.425522601,1.167788261,0.775860733,0.907882058,1
6.557805693,0.140544159,0.458594825,0.227778883,1.334213063,0.689247996,0.820505918,2
6.848069544,0.083015505,0.245061628,0.258310062,1.357778393,0.606744616,0.616484982,0
6.13222808,0.101013009,0.352806661,0.228459931,1.167749808,0.828231303,0.755959872,1
6.517068484,0.13052387,0.446651611,0.423673667,1.278835294,0.732913991,0.777463155,2
6.793929095,0.087857262,0.259464734,0.465593836,1.434184755,0.647364383,0.535752147,0
6.129404821,0.118552575,0.350462583,0.432993404,1.190828635,0.830787954,0.737854943,1
6.553334454,0.131978875,0.458684656,0.287001462,1.338722023,0.742725845,0.760919039,2
6.803484447,0.094868869,0.256088498,0.20172138,1.419607002,0.643052544,0.571294767,0
6.099060341,0.106585433,0.347906174,0.267333141,1.17011068,0.80146106,0.73069636,1
6.490293329,0.146838976,0.459397973,0.405804073,1.255444758,0.710573809,0.724452391,2
6.794092135,0.089460944,0.256973894,0.397145648,1.408539081,0.619946419,0.882178819,0
6.059420747,0.109520478,0.353767252,0.437740355,1.241775308,0.848121772,0.736554088,1
6.49600675,0.138186284,0.457384262,0.485649224,1.251360972,0.73984682,0.535875429,2
6.839845748,0.099097459,0.240755173,0.417687288,1.383772035,0.590809913,0.997464423,0
6.055447242,0.116906482,0.357641198,0.457809531,1.248863136,0.840630844,0.940415232,1
6.525138339,0.149268194,0.446972995,0.203737656,1.274425553,0.69833988,0.994135133,2
6.75605965,0.097881994,0.242777584,0.436244554,1.447781929,0.556060515,0.911061062,0
6.094837629,0.116737622,0.350326788,0.376097246,1.174362355,0.759842652,0.604208217,1
6.500498791,0.133281361,0.45400569,0.262169707,1.298569079,0.658162635,0.527988608,2
6.82041957,0.095301098,0.241889325,0.309364829,1.420704586,0.599662919,0.902839501,0
6.042460057,0.109557911,0.35669524,0.438455384,1.235916874,0.750315267,0.650205667,1
6.468200071,0.146442395,0.458537456,0.284633101,1.317365431,0.739628338,0.978620315,2
6.8399209,0.081561045,0.241811521,0.31254247,1.363542787,0.587015607,0.883553366,0
6.064236856,0.111483085,0.347329163,0.492871321,1.222932342,0.836711567,0.9547772,1
6.474622598,0.136869487,0.455865164,0.279505021,1.2639943,0.718392776,0.996784583,2
6.832039273,0.093139035,0.242124571,0.288753553,1.393270392,0.616446647,0.804941794,0
6.048213916,0.101012382,0.346403478,0.272458754,1.246532517,0.757995656,0.653049385,1
6.50106489,0.149308017,0.447047283,0.294242635,1.267121239,0.685027572,0.710969979,2
6.789803156,0.085278907,0.259592176,0.480156018,1.383611165,0.614008903,0.766008644,0
6.072581977,0.110412765,0.344469512,0.299723755,1.192662134,0.760667479,0.94280603,1
6.520129491,0.132306392,0.448876651,0.47969195,1.321708235,0.656071764,0.582660719,2
6.801874947,0.098701277,0.246120269,0.372554066,1.409376921,0.57765472,0.513310405,0
6.091956978,0.119772969,0.350403244,0.219258656,1.247836172,0.845366694,0.785628305,1
6.529692119,0.136998365,0.443549419,0.450074989,1.336718502,0.702911356,0.639345729,2
6.838890223,0.084800823,0.252942958,0.431115328,1.409978828,0.581304736,0.864124678,0
6.115540499,0.111905987,0.342837231,0.347531996,1.169102031,0.811223888,0.558970557,1
6.461845291,0.135912246,0.451465951,0.263402698,1.259152838,0.677062427,0.908877497,2
